# 指令元数据 - 指令名称和描述
FUSE_INSTRUCTION_BREAKPOINT_NAME,断点,Breakpoint
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_RESOURCE_CROSSFADE,(交叉淡入淡出 {duration}秒),(Crossfade {duration}s)
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_RESOURCE_CONTINUE_DURING_PAUSE,(暂停时继续),(Ignore Pause)
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_DESC_VOLUME,音量 {volume}%%,Volume {volume}%%
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_DESC_BUS,总线: {bus},Bus: {bus}
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_DESC_CROSSFADE,交叉淡入淡出 {duration}秒,Crossfade {duration}s
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_DESC_CONTINUE_DURING_PAUSE,暂停时继续,Ignore Pause
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_DESC_FILE,{file} {options},Crossfade to {file}{options}
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_LOG_START,开始交叉淡入淡出: {file},Starting crossfade: {file}
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_LOG_COMPLETE,交叉淡入淡出完成,Crossfade completed
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_VALIDATE_PATH_EMPTY,音乐路径不能为空,Music path cannot be empty
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_VALIDATE_VOLUME_RANGE,音量必须在 0.0 到 1.0 之间,Volume must be between 0.0 and 1.0
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_VALIDATE_BUS_NOT_EXIST,混音器总线 '{bus}' 不存在,Audio bus '{bus}' does not exist
FUSE_INSTRUCTION_CROSSFADE_TO_MUSIC_VALIDATE_CROSSFADE_DURATION,交叉淡入淡出时间必须大于 0,Crossfade duration must be greater than 0

# Play Sound Instruction
FUSE_INSTRUCTION_PLAY_SOUND_RESOURCE_BASE,播放音效,Play Sound
FUSE_INSTRUCTION_PLAY_SOUND_RESOURCE_NO_SOUND,未指定音频,No Sound Specified
FUSE_INSTRUCTION_PLAY_SOUND_RESOURCE_VOLUME,(音量 {volume}%%),(Volume {volume}%%)
FUSE_INSTRUCTION_PLAY_SOUND_RESOURCE_PITCH,(音调 {pitch}),(Pitch {pitch})
FUSE_INSTRUCTION_PLAY_SOUND_RESOURCE_PITCH_RANDOM,(随机音高 ±{range}),(Random Pitch ±{range})
FUSE_INSTRUCTION_PLAY_SOUND_DESC_VOLUME,音量 {volume}%%,Volume {volume}%%
FUSE_INSTRUCTION_PLAY_SOUND_DESC_PITCH,音调 {pitch},Pitch {pitch}
FUSE_INSTRUCTION_PLAY_SOUND_DESC_PITCH_RANDOM,随机音高 ±{range},Random Pitch ±{range}
FUSE_INSTRUCTION_PLAY_SOUND_DESC_BUS,总线: {bus},Bus: {bus}
FUSE_INSTRUCTION_PLAY_SOUND_DESC_FILE,{file} {options},Sound {file}{options}
FUSE_INSTRUCTION_PLAY_SOUND_LOG_PLAYING,播放音效: {file},Playing sound: {file}
FUSE_INSTRUCTION_PLAY_SOUND_VALIDATE_PATH_EMPTY,音频路径不能为空,Sound path cannot be empty
FUSE_INSTRUCTION_PLAY_SOUND_VALIDATE_VOLUME_RANGE,音量必须在 0.0 到 1.0 之间,Volume must be between 0.0 and 1.0
FUSE_INSTRUCTION_PLAY_SOUND_VALIDATE_PITCH_POSITIVE,音调缩放必须大于 0,Pitch scale must be greater than 0
FUSE_INSTRUCTION_PLAY_SOUND_VALIDATE_BUS_NOT_EXIST,混音器总线 '{bus}' 不存在,Audio bus '{bus}' does not exist

# Play Random Sound Instruction
FUSE_INSTRUCTION_PLAY_RANDOM_SOUND_NAME,随机播放音效,Play Random Sound
FUSE_INSTRUCTION_PLAY_RANDOM_SOUND_DESC,从音效池中随机选择一个播放，支持音量、音调和随机音高设置,Plays a random sound from a pool with volume, pitch, and random pitch settings
FUSE_INSTRUCTION_PLAY_RANDOM_SOUND_RESOURCE_BASE,随机播放音效,Play Random Sound
FUSE_INSTRUCTION_PLAY_RANDOM_SOUND_RESOURCE_COUNT,({count} 个音效),({count} sounds)
FUSE_INSTRUCTION_PLAY_RANDOM_SOUND_RESOURCE_NO_SOUND,未指定音频,No Sound Specified
FUSE_INSTRUCTION_PLAY_RANDOM_SOUND_ERROR_PATHS_EMPTY,音效路径列表不能为空,Sound paths list cannot be empty
FUSE_INSTRUCTION_PLAY_RANDOM_SOUND_LOG_PLAYING,随机播放音效: {file},Playing random sound: {file}
FUSE_INSTRUCTION_PLAY_RANDOM_SOUND_VALIDATE_PATHS_EMPTY,音效路径列表不能为空,Sound paths list cannot be empty
FUSE_INSTRUCTION_PLAY_RANDOM_SOUND_DESC_COUNT,{count} 个音效{options},{count} sounds{options}

# Set Audio Volume Instruction
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_RESOURCE_BASE,设置音量,Set Volume
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_TARGET_SPECIFIC,播放器 '{player}',Player '{player}'
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_TARGET_NO_PLAYER,未指定播放器,No Player Specified
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_TARGET_BUS,总线 '{bus}',Bus '{bus}'
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_TARGET_PATTERN,模式 '{pattern}',Pattern '{pattern}'
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_RESOURCE_TARGET_VOLUME,{target} = {volume}%%,{target} = {volume}%%
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_RESOURCE_FADE,(淡入淡出 {duration}秒),(Fade {duration}s)
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_DESC_SPECIFIED,已指定,Specified
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_DESC_BUS,总线 '{bus}',Bus '{bus}'
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_DESC_NAME,名称 '{name}',Name '{name}'
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_DESC_TARGET_FADE,设置 {target} 音量为 {volume}%%{fade},Set {target} volume to {volume}%%{fade}
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_DESC_FADE_ONLY, (淡入淡出 {duration}秒), (Fade {duration}s)
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_LOG_SET_VOLUME,已设置 {count} 个音频播放器的音量为 {volume}%%,Set volume to {volume}%% for {count} audio players
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_LOG_NO_TARGET,未找到目标音频播放器,Target audio players not found
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_VALIDATE_VOLUME_RANGE,音量必须在 0.0 到 1.0 之间,Volume must be between 0.0 and 1.0
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_VALIDATE_FADE_DURATION,淡入淡出时间必须大于 0,Fade duration must be greater than 0
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_VALIDATE_TARGET_EMPTY,目标播放器路径不能为空,Target player path cannot be empty
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_VALIDATE_BUS_NOT_EXIST,混音器总线 '{bus}' 不存在,Audio bus '{bus}' does not exist
FUSE_INSTRUCTION_SET_AUDIO_VOLUME_VALIDATE_PATTERN_EMPTY,名称模式不能为空,Name pattern cannot be empty

# Stop Audio Instruction
FUSE_INSTRUCTION_STOP_AUDIO_RESOURCE_BASE,停止音频,Stop Audio
FUSE_INSTRUCTION_STOP_AUDIO_TARGET_ALL,(全部),(All)
FUSE_INSTRUCTION_STOP_AUDIO_TARGET_BUS,(总线 '{bus}'),(Bus '{bus}')
FUSE_INSTRUCTION_STOP_AUDIO_TARGET_PATTERN,(名称模式 '{pattern}'),(Pattern '{pattern}')
FUSE_INSTRUCTION_STOP_AUDIO_RESOURCE_FADE,(淡出 {duration}秒),(Fade Out {duration}s)
FUSE_INSTRUCTION_STOP_AUDIO_DESC_ALL,所有音频,All Audio
FUSE_INSTRUCTION_STOP_AUDIO_DESC_BUS,总线 '{bus}' 的音频,Audio on bus '{bus}'
FUSE_INSTRUCTION_STOP_AUDIO_DESC_PATTERN,名称匹配 '{pattern}' 的音频,Audio matching name '{pattern}'
FUSE_INSTRUCTION_STOP_AUDIO_DESC_FADE, (淡出 {duration}秒), (Fade Out {duration}s)
FUSE_INSTRUCTION_STOP_AUDIO_DESC_TARGET_FADE,停止 {target}{fade},Stop {target}{fade}
FUSE_INSTRUCTION_STOP_AUDIO_LOG_STOPPED,已停止 {count} 个音频播放器,Stopped {count} audio players
FUSE_INSTRUCTION_STOP_AUDIO_VALIDATE_BUS_NOT_EXIST,混音器总线 '{bus}' 不存在,Audio bus '{bus}' does not exist
FUSE_INSTRUCTION_STOP_AUDIO_VALIDATE_PATTERN_EMPTY,名称模式不能为空,Name pattern cannot be empty
FUSE_INSTRUCTION_STOP_AUDIO_VALIDATE_FADE_DURATION,淡出时间必须大于 0,Fade duration must be greater than 0

# Blend Animation Instruction - Additional Keys
FUSE_INSTRUCTION_BLEND_ANIMATION_SHORT,混合动画,Blend
FUSE_INSTRUCTION_BLEND_ANIMATION_NO_TREE,未指定树,No Tree
FUSE_INSTRUCTION_BLEND_ANIMATION_NO_PATH,未指定路径,No Path
FUSE_INSTRUCTION_BLEND_ANIMATION_WITH_VAR,(变量 '{var}'),(Var '{var}')
FUSE_INSTRUCTION_BLEND_ANIMATION_WITH_VALUE,(值 {value}),(Value {value})
FUSE_INSTRUCTION_BLEND_ANIMATION_VAR_NOT_SET,变量未指定,Var Not Set
FUSE_INSTRUCTION_BLEND_ANIMATION_VAR,变量 '{var}',Var '{var}'
FUSE_INSTRUCTION_BLEND_ANIMATION_DESC_FORMAT,混合动画 '{path}' = {amount},Blend '{path}' = {amount}

# Play Animation Instruction - Additional Keys
FUSE_INSTRUCTION_PLAY_ANIMATION_SHORT,播放动画,Play
FUSE_INSTRUCTION_PLAY_ANIMATION_NO_PLAYER,未指定播放器,No Player
FUSE_INSTRUCTION_PLAY_ANIMATION_NO_ANIMATION,未指定动画,No Animation
FUSE_INSTRUCTION_PLAY_ANIMATION_WITH_SPEED,(速度 {speed}x),(Speed {speed}x)
FUSE_INSTRUCTION_PLAY_ANIMATION_FROM_END,(从结尾反向),(From End)
FUSE_INSTRUCTION_PLAY_ANIMATION_AUTOPLAY_ONLY,(仅自动播放),(Autoplay Only)
FUSE_INSTRUCTION_PLAY_ANIMATION_SPEED,速度 {speed}x,Speed {speed}x
FUSE_INSTRUCTION_PLAY_ANIMATION_REVERSE,反向,Reverse
FUSE_INSTRUCTION_PLAY_ANIMATION_AUTOPLAY_ONLY_SHORT,仅自动播放,Autoplay Only
FUSE_INSTRUCTION_PLAY_ANIMATION_DESC_FORMAT,播放动画 '{animation}'{options},Play '{animation}'{options}

# Set Animation Speed Instruction - Additional Keys
FUSE_INSTRUCTION_SET_ANIMATION_SPEED_SHORT,设置动画速度,Set Speed
FUSE_INSTRUCTION_SET_ANIMATION_SPEED_NO_TARGET,未选择,Not Selected
FUSE_INSTRUCTION_SET_ANIMATION_SPEED_VALUE,({speed}x),({speed}x)
FUSE_INSTRUCTION_SET_ANIMATION_SPEED_DESC_FORMAT,设置 {target} 动画速度为 {speed}x,Set {target} animation speed to {speed}x

# Stop Animation Instruction - Additional Keys
FUSE_INSTRUCTION_STOP_ANIMATION_SHORT,停止动画,Stop
FUSE_INSTRUCTION_STOP_ANIMATION_NO_TARGET,未选择,Not Selected
FUSE_INSTRUCTION_STOP_ANIMATION_KEEP_POSITION,(保持位置),(Keep Position)
FUSE_INSTRUCTION_STOP_ANIMATION_PAUSE,暂停,Pause
FUSE_INSTRUCTION_STOP_ANIMATION_STOP,停止,Stop
FUSE_INSTRUCTION_STOP_ANIMATION_DESC_FORMAT,{action}动画 {target},{action} {target}

# Camera Follow - Resource Name & Description
FUSE_INSTRUCTION_CAMERA_FOLLOW_BASE_NAME,相机跟随,Camera Follow
FUSE_CAMERA_FOLLOW_MODE_LOCK,锁定,Lock
FUSE_CAMERA_FOLLOW_MODE_SMOOTH,平滑,Smooth
FUSE_CAMERA_FOLLOW_MODE_DAMPED,阻尼,Damped
FUSE_CAMERA_FOLLOW_SPEED,速度: {speed},Speed: {speed}
FUSE_CAMERA_FOLLOW_DAMPING_ON,开,On
FUSE_CAMERA_FOLLOW_DAMPING_OFF,关,Off
FUSE_CAMERA_FOLLOW_DAMPING,阻尼: {state},Damping: {state}
FUSE_CAMERA_FOLLOW_DISABLED,禁用,Disabled
FUSE_CAMERA_FOLLOW_ENABLED,启用,Enabled
FUSE_INSTRUCTION_CAMERA_FOLLOW_DESC_FORMAT,相机跟随 {target} → {camera} ({state} {mode}),Camera Follow {target} → {camera} ({state} {mode})
FUSE_INSTRUCTION_CAMERA_FOLLOW_TARGET_VARIABLE_EMPTY,未指定目标变量,Target Variable Not Specified
FUSE_INSTRUCTION_CAMERA_FOLLOW_TARGET_VARIABLE,变量 {variable},Variable {variable}
FUSE_INSTRUCTION_CAMERA_FOLLOW_CAMERA_VARIABLE_EMPTY,未指定相机变量,Camera Variable Not Specified
FUSE_INSTRUCTION_CAMERA_FOLLOW_CAMERA_VARIABLE,变量 {variable},Variable {variable}
FUSE_INSTRUCTION_CAMERA_FOLLOW_NO_TARGET,未选择目标,No Target Selected
FUSE_INSTRUCTION_CAMERA_FOLLOW_NO_CAMERA,未选择相机,No Camera Selected
FUSE_ERROR_CAMERA_VARIABLE_EMPTY,相机节点变量名不能为空,Camera node variable name cannot be empty

# Camera Shake - Resource Name & Description
FUSE_INSTRUCTION_CAMERA_SHAKE_BASE_NAME,相机抖动,Camera Shake
FUSE_CAMERA_SHAKE_PARAMS,(强度: {intensity}, 时间: {duration}秒),(Intensity: {intensity}, Duration: {duration}s)
FUSE_INSTRUCTION_CAMERA_SHAKE_DESC_FORMAT,相机抖动 (强度: {intensity}, 时间: {duration}秒),Camera Shake (Intensity: {intensity}, Duration: {duration}s)

# Set Camera Limit - Resource Name & Description
FUSE_INSTRUCTION_SET_CAMERA_LIMIT_BASE_NAME,相机边界,Camera Limit
FUSE_CAMERA_LIMIT_UNLIMITED,无限制,Unlimited
FUSE_CAMERA_LIMIT_VALUE,值: {value},Value: {value}
FUSE_CAMERA_TARGET_NOT_SELECTED,未选择,Not Selected
FUSE_INSTRUCTION_SET_CAMERA_LIMIT_DESC_FORMAT,设置 {target} 相机{side}边界为 {value},Set {target} camera {side} limit to {value}
FUSE_CAMERA_LIMIT_SIDE_TOP,上,Top
FUSE_CAMERA_LIMIT_SIDE_BOTTOM,下,Bottom
FUSE_CAMERA_LIMIT_SIDE_LEFT,左,Left
FUSE_CAMERA_LIMIT_SIDE_RIGHT,右,Right

# Set Camera Zoom - Resource Name & Description
FUSE_INSTRUCTION_SET_CAMERA_ZOOM_BASE_NAME,设置相机缩放,Set Camera Zoom
FUSE_CAMERA_ZOOM_TARGET,→ {target},→ {target}
FUSE_CAMERA_ZOOM_NO_TARGET,→ 未选择,→ Not Selected
FUSE_CAMERA_ZOOM_VALUE,{value}x,{value}x
FUSE_CAMERA_ZOOM_VARIABLE,变量 '{variable}',Variable '{variable}'
FUSE_CAMERA_ZOOM_MODE_BOTH,整体,Both
FUSE_CAMERA_ZOOM_MODE_HORIZONTAL,水平,Horizontal
FUSE_CAMERA_ZOOM_MODE_VERTICAL,垂直,Vertical
FUSE_INSTRUCTION_SET_CAMERA_ZOOM_DESC_FORMAT,设置 {target} 相机{mode}缩放为 {value},Set {target} camera {mode} zoom to {value}

# Camera - Common Validation Errors
FUSE_ERROR_CAMERA_NODE_EMPTY,相机节点不能为空,Camera node cannot be empty
FUSE_ERROR_DURATION_MUST_BE_POSITIVE,持续时间必须大于 0,Duration must be greater than 0

# Phase 3 - Flow Control Instructions (If/Else, Pause/Resume Game, Wait, Wait Until)
# If/Else Instruction
FUSE_INSTRUCTION_IF_ELSE_NO_CONDITION,(未设置条件),(No condition set)
FUSE_INSTRUCTION_IF_ELSE_BRANCH_COUNT,[真:{true}, 假:{false}],[True:{true}, False:{false}]
FUSE_INSTRUCTION_IF_ELSE_DESC_PREFIX,If/Else: ,If/Else:
FUSE_INSTRUCTION_IF_ELSE_DESC_SUFFIX, (真: {true}, 假: {false}), (True: {true}, False: {false})
FUSE_INSTRUCTION_IF_ELSE_ERROR_NO_CONDITION,条件未设置,Condition not set
FUSE_INSTRUCTION_IF_ELSE_CONDITION_RESULT,条件评估结果: {result},Condition evaluation result: {result}
FUSE_INSTRUCTION_IF_ELSE_EMPTY_SEQUENCE,指令序列为空，跳过执行,Instruction sequence is empty, skipping execution
FUSE_INSTRUCTION_IF_ELSE_SKIP_NULL,跳过空指令,Skipping null instruction
FUSE_INSTRUCTION_IF_ELSE_EXECUTE_INSTRUCTION,执行指令: {instruction},Executing instruction: {instruction}
FUSE_INSTRUCTION_IF_ELSE_INSTRUCTION_NOT_COMPLETED,指令未同步完成: {instruction},Instruction did not complete synchronously: {instruction}
FUSE_INSTRUCTION_IF_ELSE_EXECUTION_COMPLETE,If/Else 分支执行完成,If/Else branch execution completed
FUSE_INSTRUCTION_IF_ELSE_RESET_COMPLETE,If/Else 状态已重置,If/Else state has been reset
FUSE_INSTRUCTION_IF_THEN_NO_CONDITION,(未设置条件),(No condition set)
FUSE_INSTRUCTION_IF_THEN_INSTRUCTION_COUNT,[{count} 个指令],[{count} instruction(s)]
FUSE_INSTRUCTION_IF_THEN_DESC_PREFIX,If/Then: ,If/Then:
FUSE_INSTRUCTION_IF_THEN_DESC_SUFFIX, ({count} 个指令), ({count} instruction(s))
FUSE_INSTRUCTION_IF_THEN_ERROR_NO_CONDITION,条件未设置,Condition not set
FUSE_INSTRUCTION_IF_THEN_CONDITION_RESULT,条件评估结果: {result},Condition evaluation result: {result}
FUSE_INSTRUCTION_IF_THEN_SKIP_INSTRUCTIONS,条件为 false，跳过指令序列,Condition is false, skipping instruction sequence
FUSE_INSTRUCTION_IF_THEN_EMPTY_SEQUENCE,指令序列为空，跳过执行,Instruction sequence is empty, skipping execution
FUSE_INSTRUCTION_IF_THEN_SKIP_NULL,跳过空指令,Skipping null instruction
FUSE_INSTRUCTION_IF_THEN_EXECUTE_INSTRUCTION,执行指令: {instruction},Executing instruction: {instruction}
FUSE_INSTRUCTION_IF_THEN_INSTRUCTION_NOT_COMPLETED,指令未同步完成: {instruction},Instruction did not complete synchronously: {instruction}
FUSE_INSTRUCTION_IF_THEN_EXECUTION_COMPLETE,If/Then 执行完成,If/Then execution completed
FUSE_INSTRUCTION_IF_THEN_RESET_COMPLETE,If/Then 状态已重置,If/Then state has been reset
FUSE_COMMON_TRUE,真,True
FUSE_COMMON_FALSE,假,False

# Pause Game Instruction
FUSE_INSTRUCTION_PAUSE_GAME_SHOW_MENU_SCENE,(显示菜单: {scene}),(Show menu: {scene})
FUSE_INSTRUCTION_PAUSE_GAME_SHOW_MENU,(显示菜单),(Show menu)
FUSE_INSTRUCTION_PAUSE_GAME_PAUSE_ONLY,(仅暂停),(Pause only)
FUSE_INSTRUCTION_PAUSE_GAME_NO_SCENE_PATH,未指定暂停菜单场景路径，仅暂停游戏,Pause menu scene path not specified, only pausing game
FUSE_INSTRUCTION_PAUSE_GAME_MENU_SHOWN,已显示暂停菜单: {scene},Pause menu shown: {scene}
FUSE_INSTRUCTION_PAUSE_GAME_ERROR_NO_SCENE_PATH,显示暂停菜单时必须指定场景路径,Must specify scene path when showing pause menu
FUSE_INSTRUCTION_PAUSE_GAME_DESC_AND_MENU,并显示菜单,and show menu
FUSE_INSTRUCTION_PAUSE_GAME_UI_NODE,(UI节点: {node}),(UI node: {node})
FUSE_INSTRUCTION_PAUSE_GAME_UI_SET_ALWAYS,UI节点已设置为暂停时运行: {node},UI node set to run when paused: {node}
FUSE_INSTRUCTION_PAUSE_GAME_PAUSED,游戏已暂停,Game paused
FUSE_INSTRUCTION_PAUSE_GAME_DESC_UI_NODE, (UI节点: {node}), (UI node: {node})

# Resume Game Instruction
FUSE_INSTRUCTION_RESUME_GAME_CLOSE_MENU_NODE,(关闭菜单: {node}),(Close menu: {node})
FUSE_INSTRUCTION_RESUME_GAME_CLOSE_MENU,(关闭菜单),(Close menu)
FUSE_INSTRUCTION_RESUME_GAME_TIME_SCALE,(时间缩放: {scale}),(Time scale: {scale})
FUSE_INSTRUCTION_RESUME_GAME_TIME_SCALE_SET,时间缩放已设置为: {scale},Time scale set to: {scale}
FUSE_INSTRUCTION_RESUME_GAME_NO_NODE_PATH,未指定暂停菜单节点路径，仅恢复游戏,Pause menu node path not specified, only resuming game
FUSE_INSTRUCTION_RESUME_GAME_MENU_CLOSED,已关闭暂停菜单: {node},Pause menu closed: {node}
FUSE_INSTRUCTION_RESUME_GAME_ERROR_NO_NODE_PATH,关闭暂停菜单时必须指定节点路径,Must specify node path when closing pause menu
FUSE_INSTRUCTION_RESUME_GAME_ERROR_NEGATIVE_TIME_SCALE,时间缩放值不能为负数,Time scale value cannot be negative
FUSE_INSTRUCTION_RESUME_GAME_DESC_CLOSE_MENU,并关闭菜单,and close menu
FUSE_INSTRUCTION_RESUME_GAME_DESC_TIME_SCALE, (时间缩放: {scale}), (Time scale: {scale})
FUSE_INSTRUCTION_RESUME_GAME_UI_NODE,(UI节点: {node}),(UI node: {node})
FUSE_INSTRUCTION_RESUME_GAME_UI_RESTORED,UI节点已还原: {node},UI node restored: {node}
FUSE_INSTRUCTION_RESUME_GAME_RESUMED,游戏已恢复,Game resumed
FUSE_INSTRUCTION_RESUME_GAME_DESC_UI_NODE, (UI节点: {node}), (UI node: {node})

# Wait Instruction
FUSE_INSTRUCTION_WAIT_RESOURCE_NAME,等待 {time} 秒,Wait: {time} secs
FUSE_INSTRUCTION_WAIT_DYNAMIC_DESC,等待 {time} 秒,Wait {time} seconds
FUSE_INSTRUCTION_WAIT_ERROR_INVALID_TIME,等待时间必须大于0,Wait time must be greater than 0
FUSE_INSTRUCTION_WAIT_TIMER_STARTED,Wait指令 计时器已启动,Wait instruction timer started
FUSE_INSTRUCTION_WAIT_CLEANUP_COMPLETE,Wait指令 资源清理完成,Wait instruction resource cleanup complete
FUSE_INSTRUCTION_WAIT_RESOURCE_BASE,等待,Wait
FUSE_INSTRUCTION_WAIT_TIME_FORMAT,{time} 秒,{time} secs
FUSE_INSTRUCTION_WAIT_NO_VARIABLE,[变量未设置],[Variable not set]
FUSE_INSTRUCTION_WAIT_FROM_VARIABLE,从变量 '{variable}' [{scope}],from variable '{variable}' [{scope}]
FUSE_INSTRUCTION_WAIT_VARIABLE_DESC,等待变量 '{variable}' 中的时间值 [{scope}],Wait for duration from variable '{variable}' [{scope}]

# Wait Until Instruction
FUSE_INSTRUCTION_WAIT_UNTIL_VAR_A,变量 '{var}',Variable '{var}'
FUSE_INSTRUCTION_WAIT_UNTIL_VAR_B,变量 '{var}',Variable '{var}'
FUSE_INSTRUCTION_WAIT_UNTIL_NOT_SPECIFIED,未指定,Not specified
FUSE_INSTRUCTION_WAIT_UNTIL_NODE,节点 '{node}',Node '{node}'
FUSE_INSTRUCTION_WAIT_UNTIL_PROPERTY,属性 '{prop}',Property '{prop}'
FUSE_INSTRUCTION_WAIT_UNTIL_VAR_EXISTS,变量 '{var}' 存在,Variable '{var}' exists
FUSE_INSTRUCTION_WAIT_UNTIL_TIMEOUT,(超时 {timeout}秒),(Timeout {timeout}s)
FUSE_INSTRUCTION_WAIT_UNTIL_CONDITION_MET_IMMEDIATELY,条件已满足，立即继续,Condition met, continuing immediately
FUSE_INSTRUCTION_WAIT_UNTIL_START_POLLING,开始等待条件满足，检查间隔 {interval} 秒,Starting to wait for condition, check interval {interval}s
FUSE_INSTRUCTION_WAIT_UNTIL_CONDITION_MET,条件已满足，继续执行,Condition met, continuing execution
FUSE_INSTRUCTION_WAIT_UNTIL_TIMEOUT_REACHED,等待超时（{timeout}秒），条件未满足,Wait timeout ({timeout}s), condition not met
FUSE_INSTRUCTION_WAIT_UNTIL_ERROR_TIMEOUT,等待超时,Wait timeout
FUSE_INSTRUCTION_WAIT_UNTIL_ERROR_VAR_A_EMPTY,变量 A 不能为空,Variable A cannot be empty
FUSE_INSTRUCTION_WAIT_UNTIL_ERROR_VAR_B_EMPTY,变量 B 不能为空,Variable B cannot be empty
FUSE_INSTRUCTION_WAIT_UNTIL_ERROR_NODE_EMPTY,目标节点不能为空,Target node cannot be empty
FUSE_INSTRUCTION_WAIT_UNTIL_ERROR_PROPERTY_EMPTY,属性名不能为空,Property name cannot be empty
FUSE_INSTRUCTION_WAIT_UNTIL_ERROR_CHECK_VAR_EMPTY,检查的变量名不能为空,Variable name to check cannot be empty
FUSE_INSTRUCTION_WAIT_UNTIL_ERROR_INVALID_INTERVAL,检查间隔必须大于 0,Check interval must be greater than 0
FUSE_INSTRUCTION_WAIT_UNTIL_ERROR_NEGATIVE_TIMEOUT,超时时间不能为负数,Timeout cannot be negative
FUSE_INSTRUCTION_WAIT_UNTIL_DESC_VAR_COMPARISON,变量 '{var_a}' {op} {var_b},Variable '{var_a}' {op} {var_b}
FUSE_INSTRUCTION_WAIT_UNTIL_DESC_NODE_PROPERTY,节点 '{node}' 的属性 '{prop}' == {value},Node '{node}' property '{prop}' == {value}
FUSE_INSTRUCTION_WAIT_UNTIL_DESC_VAR_EXISTS,变量 '{var}' 存在,Variable '{var}' exists
FUSE_INSTRUCTION_WAIT_UNTIL_DESC_TIMEOUT, (超时 {timeout}秒), (Timeout {timeout}s)
FUSE_INSTRUCTION_WAIT_UNTIL_DESC_FORMAT,等待直到 {condition}{timeout},Wait until {condition}{timeout}

# Run Runner Instruction
FUSE_INSTRUCTION_RUN_RUNNER_NAME,运行 Runner,Run Runner
FUSE_INSTRUCTION_RUN_RUNNER_DESC,触发 Runner 节点执行 ActionRunner,Triggers a Runner node to execute its ActionRunner
FUSE_INSTRUCTION_RUN_RUNNER_RESOURCE_BASE,运行 Runner,Run Runner
FUSE_INSTRUCTION_RUN_RUNNER_RESOURCE_FORMAT,{target} [{mode}],{target} [{mode}]
FUSE_INSTRUCTION_RUN_RUNNER_NO_TARGET,未指定 Runner,Runner not specified
